year, name,zone,tech,value
2046,ev_cap_exo,4,53,182
2047,ev_cap_exo,4,53,182
2048,ev_cap_exo,4,53,182
2049,ev_cap_exo,4,53,182
2050,ev_cap_exo,4,53,182
2020,ev_cap_exo,4,60,224
2021,ev_cap_exo,4,60,224
2022,ev_cap_exo,4,60,224
2023,ev_cap_exo,4,60,224
2024,ev_cap_exo,4,60,224
2025,ev_cap_exo,4,60,224
2026,ev_cap_exo,4,60,224
2027,ev_cap_exo,4,60,224
2028,ev_cap_exo,4,60,224
2029,ev_cap_exo,4,60,224
2030,ev_cap_exo,4,60,224
2031,ev_cap_exo,4,60,224
2032,ev_cap_exo,4,60,224
2033,ev_cap_exo,4,60,224
2034,ev_cap_exo,4,60,224
2035,ev_cap_exo,4,60,224
2036,ev_cap_exo,4,60,224
2037,ev_cap_exo,4,60,224
2038,ev_cap_exo,4,60,224
2039,ev_cap_exo,4,60,224
2040,ev_cap_exo,4,60,224
2041,ev_cap_exo,4,60,224
2042,ev_cap_exo,4,60,224
2043,ev_cap_exo,4,60,224
2044,ev_cap_exo,4,60,224
2045,ev_cap_exo,4,60,224
2046,ev_cap_exo,4,60,224
2047,ev_cap_exo,4,60,224
2048,ev_cap_exo,4,60,224
2049,ev_cap_exo,4,60,224
2050,ev_cap_exo,4,60,224
2020,ev_cap_exo,4,61,1
2021,ev_cap_exo,4,61,1
2022,ev_cap_exo,4,61,1
2023,ev_cap_exo,4,61,1
2024,ev_cap_exo,4,61,1
2025,ev_cap_exo,4,61,1
2026,ev_cap_exo,4,61,1
2027,ev_cap_exo,4,61,1
2028,ev_cap_exo,4,61,1
2029,ev_cap_exo,4,61,1
2030,ev_cap_exo,4,61,1
2031,ev_cap_exo,4,61,1
2032,ev_cap_exo,4,61,1
2033,ev_cap_exo,4,61,1
2034,ev_cap_exo,4,61,1
2035,ev_cap_exo,4,61,1
2036,ev_cap_exo,4,61,1
2037,ev_cap_exo,4,61,1
2038,ev_cap_exo,4,61,1
2039,ev_cap_exo,4,61,1
2040,ev_cap_exo,4,61,1
2041,ev_cap_exo,4,61,1
2042,ev_cap_exo,4,61,1
2043,ev_cap_exo,4,61,1
2044,ev_cap_exo,4,61,1
2045,ev_cap_exo,4,61,1
2046,ev_cap_exo,4,61,1
2047,ev_cap_exo,4,61,1
2048,ev_cap_exo,4,61,1
2049,ev_cap_exo,4,61,1
2050,ev_cap_exo,4,61,1
2020,ev_cap_exo,4,70,608
2021,ev_cap_exo,4,70,608
2022,ev_cap_exo,4,70,608
2023,ev_cap_exo,4,70,608
2024,ev_cap_exo,4,70,608
2025,ev_cap_exo,4,70,608
2026,ev_cap_exo,4,70,608
2027,ev_cap_exo,4,70,608
2028,ev_cap_exo,4,70,608
2029,ev_cap_exo,4,70,608
2030,ev_cap_exo,4,70,608
2031,ev_cap_exo,4,70,608
2032,ev_cap_exo,4,70,608
2033,ev_cap_exo,4,70,608
2034,ev_cap_exo,4,70,608
2035,ev_cap_exo,4,70,608
2036,ev_cap_exo,4,70,608
2037,ev_cap_exo,4,70,608
2038,ev_cap_exo,4,70,608
2039,ev_cap_exo,4,70,608
2040,ev_cap_exo,4,70,608
2041,ev_cap_exo,4,70,608
2042,ev_cap_exo,4,70,608
2043,ev_cap_exo,4,70,608
2044,ev_cap_exo,4,70,608
2045,ev_cap_exo,4,70,608
2046,ev_cap_exo,4,70,608
2047,ev_cap_exo,4,70,608
2048,ev_cap_exo,4,70,608
2049,ev_cap_exo,4,70,608
2050,ev_cap_exo,4,70,608
2020,ev_cap_exo,5,50,831
2021,ev_cap_exo,5,50,831
2022,ev_cap_exo,5,50,831
2023,ev_cap_exo,5,50,831
2024,ev_cap_exo,5,50,831
2025,ev_cap_exo,5,50,831
2026,ev_cap_exo,5,50,831
2027,ev_cap_exo,5,50,831
2028,ev_cap_exo,5,50,831
2029,ev_cap_exo,5,50,831
2030,ev_cap_exo,5,50,831
2031,ev_cap_exo,5,50,831
2032,ev_cap_exo,5,50,831
2033,ev_cap_exo,5,50,831
2034,ev_cap_exo,5,50,831
2035,ev_cap_exo,5,50,831
2036,ev_cap_exo,5,50,831
2037,ev_cap_exo,5,50,831
2038,ev_cap_exo,5,50,831
2039,ev_cap_exo,5,50,831
2040,ev_cap_exo,5,50,831
2041,ev_cap_exo,5,50,831
2042,ev_cap_exo,5,50,831
2043,ev_cap_exo,5,50,831
2044,ev_cap_exo,5,50,831
2045,ev_cap_exo,5,50,831
2046,ev_cap_exo,5,50,831
2047,ev_cap_exo,5,50,831
2048,ev_cap_exo,5,50,831
2049,ev_cap_exo,5,50,831
2050,ev_cap_exo,5,50,831
2020,ev_cap_exo,5,51,287
2021,ev_cap_exo,5,51,287
2022,ev_cap_exo,5,51,287
2023,ev_cap_exo,5,51,287
2024,ev_cap_exo,5,51,287
2025,ev_cap_exo,5,51,287
2026,ev_cap_exo,5,51,287
2027,ev_cap_exo,5,51,287
2028,ev_cap_exo,5,51,287
2029,ev_cap_exo,5,51,287
2030,ev_cap_exo,5,51,287
2031,ev_cap_exo,5,51,287
2032,ev_cap_exo,5,51,287
2033,ev_cap_exo,5,51,287
2034,ev_cap_exo,5,51,287
2035,ev_cap_exo,5,51,287
2036,ev_cap_exo,5,51,287
2037,ev_cap_exo,5,51,287
2038,ev_cap_exo,5,51,287
2039,ev_cap_exo,5,51,287
2040,ev_cap_exo,5,51,287
2041,ev_cap_exo,5,51,287
2042,ev_cap_exo,5,51,287
2043,ev_cap_exo,5,51,287
2044,ev_cap_exo,5,51,287
2045,ev_cap_exo,5,51,287
2046,ev_cap_exo,5,51,287
2047,ev_cap_exo,5,51,287
2048,ev_cap_exo,5,51,287
2049,ev_cap_exo,5,51,287
2050,ev_cap_exo,5,51,287
2020,ev_cap_exo,5,52,0
2021,ev_cap_exo,5,52,0
2022,ev_cap_exo,5,52,0
2023,ev_cap_exo,5,52,0
2024,ev_cap_exo,5,52,0
2025,ev_cap_exo,5,52,0
2026,ev_cap_exo,5,52,0
2027,ev_cap_exo,5,52,0
2028,ev_cap_exo,5,52,0
2029,ev_cap_exo,5,52,0
2030,ev_cap_exo,5,52,0
2031,ev_cap_exo,5,52,0
2032,ev_cap_exo,5,52,0
2033,ev_cap_exo,5,52,0
2034,ev_cap_exo,5,52,0
2035,ev_cap_exo,5,52,0
2036,ev_cap_exo,5,52,0
2037,ev_cap_exo,5,52,0
2038,ev_cap_exo,5,52,0
2039,ev_cap_exo,5,52,0
2040,ev_cap_exo,5,52,0
2041,ev_cap_exo,5,52,0
2042,ev_cap_exo,5,52,0
2043,ev_cap_exo,5,52,0
2044,ev_cap_exo,5,52,0
2045,ev_cap_exo,5,52,0
2046,ev_cap_exo,5,52,0
2047,ev_cap_exo,5,52,0
2048,ev_cap_exo,5,52,0
2049,ev_cap_exo,5,52,0
2050,ev_cap_exo,5,52,0
2020,ev_cap_exo,5,53,25
2021,ev_cap_exo,5,53,25
2022,ev_cap_exo,5,53,25
2023,ev_cap_exo,5,53,25
2024,ev_cap_exo,5,53,25
2025,ev_cap_exo,5,53,25
2026,ev_cap_exo,5,53,25
2027,ev_cap_exo,5,53,25
2028,ev_cap_exo,5,53,25
2029,ev_cap_exo,5,53,25
2030,ev_cap_exo,5,53,25
2031,ev_cap_exo,5,53,25
2032,ev_cap_exo,5,53,25
2033,ev_cap_exo,5,53,25
2034,ev_cap_exo,5,53,25
2035,ev_cap_exo,5,53,25
2036,ev_cap_exo,5,53,25
2037,ev_cap_exo,5,53,25
2038,ev_cap_exo,5,53,25
2039,ev_cap_exo,5,53,25
2040,ev_cap_exo,5,53,25
2041,ev_cap_exo,5,53,25
2042,ev_cap_exo,5,53,25
2043,ev_cap_exo,5,53,25
2044,ev_cap_exo,5,53,25
2045,ev_cap_exo,5,53,25
2046,ev_cap_exo,5,53,25
2047,ev_cap_exo,5,53,25
2048,ev_cap_exo,5,53,25
2049,ev_cap_exo,5,53,25
2050,ev_cap_exo,5,53,25
2020,ev_cap_exo,5,60,24
2021,ev_cap_exo,5,60,24
2022,ev_cap_exo,5,60,24
2023,ev_cap_exo,5,60,24
2024,ev_cap_exo,5,60,24
2025,ev_cap_exo,5,60,24
2026,ev_cap_exo,5,60,24
2027,ev_cap_exo,5,60,24
2028,ev_cap_exo,5,60,24
2029,ev_cap_exo,5,60,24
2030,ev_cap_exo,5,60,24
2031,ev_cap_exo,5,60,24
2032,ev_cap_exo,5,60,24
2033,ev_cap_exo,5,60,24
2034,ev_cap_exo,5,60,24
2035,ev_cap_exo,5,60,24
2036,ev_cap_exo,5,60,24
2037,ev_cap_exo,5,60,24
2038,ev_cap_exo,5,60,24
2039,ev_cap_exo,5,60,24
2040,ev_cap_exo,5,60,24
2041,ev_cap_exo,5,60,24
2042,ev_cap_exo,5,60,24
2043,ev_cap_exo,5,60,24
2044,ev_cap_exo,5,60,24
2045,ev_cap_exo,5,60,24
2046,ev_cap_exo,5,60,24
2047,ev_cap_exo,5,60,24
2048,ev_cap_exo,5,60,24
2049,ev_cap_exo,5,60,24
2050,ev_cap_exo,5,60,24
2020,ev_cap_exo,5,61,0
2021,ev_cap_exo,5,61,0
2022,ev_cap_exo,5,61,0
2023,ev_cap_exo,5,61,0
2024,ev_cap_exo,5,61,0
2025,ev_cap_exo,5,61,0
2026,ev_cap_exo,5,61,0
2027,ev_cap_exo,5,61,0
2028,ev_cap_exo,5,61,0
2029,ev_cap_exo,5,61,0
2030,ev_cap_exo,5,61,0
2031,ev_cap_exo,5,61,0
2032,ev_cap_exo,5,61,0
2033,ev_cap_exo,5,61,0
2034,ev_cap_exo,5,61,0
2035,ev_cap_exo,5,61,0
2036,ev_cap_exo,5,61,0
2037,ev_cap_exo,5,61,0
2038,ev_cap_exo,5,61,0
2039,ev_cap_exo,5,61,0
2040,ev_cap_exo,5,61,0
2041,ev_cap_exo,5,61,0
2042,ev_cap_exo,5,61,0
2043,ev_cap_exo,5,61,0
2044,ev_cap_exo,5,61,0
2045,ev_cap_exo,5,61,0
2046,ev_cap_exo,5,61,0
2047,ev_cap_exo,5,61,0
2048,ev_cap_exo,5,61,0
2049,ev_cap_exo,5,61,0
2050,ev_cap_exo,5,61,0
2020,ev_cap_exo,5,70,61
2021,ev_cap_exo,5,70,61
2022,ev_cap_exo,5,70,61
2023,ev_cap_exo,5,70,61
2024,ev_cap_exo,5,70,61
2025,ev_cap_exo,5,70,61
2026,ev_cap_exo,5,70,61
2027,ev_cap_exo,5,70,61
2028,ev_cap_exo,5,70,61
2029,ev_cap_exo,5,70,61
2030,ev_cap_exo,5,70,61
2031,ev_cap_exo,5,70,61
2032,ev_cap_exo,5,70,61
2033,ev_cap_exo,5,70,61
2034,ev_cap_exo,5,70,61
2035,ev_cap_exo,5,70,61
2036,ev_cap_exo,5,70,61
2037,ev_cap_exo,5,70,61
2038,ev_cap_exo,5,70,61
2039,ev_cap_exo,5,70,61
2040,ev_cap_exo,5,70,61
2041,ev_cap_exo,5,70,61
2042,ev_cap_exo,5,70,61
2043,ev_cap_exo,5,70,61
2044,ev_cap_exo,5,70,61
2045,ev_cap_exo,5,70,61
2046,ev_cap_exo,5,70,61
2047,ev_cap_exo,5,70,61
2048,ev_cap_exo,5,70,61
2049,ev_cap_exo,5,70,61
2050,ev_cap_exo,5,70,61
2020,ev_cap_exo,6,50,939
2021,ev_cap_exo,6,50,939
2022,ev_cap_exo,6,50,939
2023,ev_cap_exo,6,50,939
2024,ev_cap_exo,6,50,939
2025,ev_cap_exo,6,50,939
2026,ev_cap_exo,6,50,939
2027,ev_cap_exo,6,50,939
2028,ev_cap_exo,6,50,939
2029,ev_cap_exo,6,50,939
2030,ev_cap_exo,6,50,939
2031,ev_cap_exo,6,50,939
2032,ev_cap_exo,6,50,939
2033,ev_cap_exo,6,50,939
2034,ev_cap_exo,6,50,939
2035,ev_cap_exo,6,50,939
2036,ev_cap_exo,6,50,939
2037,ev_cap_exo,6,50,939
2038,ev_cap_exo,6,50,939
2039,ev_cap_exo,6,50,939
2040,ev_cap_exo,6,50,939
2041,ev_cap_exo,6,50,939
2042,ev_cap_exo,6,50,939
2043,ev_cap_exo,6,50,939
2044,ev_cap_exo,6,50,939
2045,ev_cap_exo,6,50,939
2046,ev_cap_exo,6,50,939
2047,ev_cap_exo,6,50,939
2048,ev_cap_exo,6,50,939
2049,ev_cap_exo,6,50,939
2050,ev_cap_exo,6,50,939
2020,ev_cap_exo,6,51,324
2021,ev_cap_exo,6,51,324
2022,ev_cap_exo,6,51,324
2023,ev_cap_exo,6,51,324
2024,ev_cap_exo,6,51,324
2025,ev_cap_exo,6,51,324
2026,ev_cap_exo,6,51,324
2027,ev_cap_exo,6,51,324
2028,ev_cap_exo,6,51,324
2029,ev_cap_exo,6,51,324
2030,ev_cap_exo,6,51,324
2031,ev_cap_exo,6,51,324
2032,ev_cap_exo,6,51,324
2033,ev_cap_exo,6,51,324
2034,ev_cap_exo,6,51,324
2035,ev_cap_exo,6,51,324
2036,ev_cap_exo,6,51,324
2037,ev_cap_exo,6,51,324
2038,ev_cap_exo,6,51,324
2039,ev_cap_exo,6,51,324
2040,ev_cap_exo,6,51,324
2041,ev_cap_exo,6,51,324
2042,ev_cap_exo,6,51,324
2043,ev_cap_exo,6,51,324
2044,ev_cap_exo,6,51,324
2045,ev_cap_exo,6,51,324
2046,ev_cap_exo,6,51,324
2047,ev_cap_exo,6,51,324
2048,ev_cap_exo,6,51,324
2049,ev_cap_exo,6,51,324
2050,ev_cap_exo,6,51,324
2020,ev_cap_exo,6,52,0
2021,ev_cap_exo,6,52,0
2022,ev_cap_exo,6,52,0
2023,ev_cap_exo,6,52,0
2024,ev_cap_exo,6,52,0
2025,ev_cap_exo,6,52,0
2026,ev_cap_exo,6,52,0
2027,ev_cap_exo,6,52,0
2028,ev_cap_exo,6,52,0
2029,ev_cap_exo,6,52,0
2030,ev_cap_exo,6,52,0
2031,ev_cap_exo,6,52,0
2032,ev_cap_exo,6,52,0
2033,ev_cap_exo,6,52,0
2034,ev_cap_exo,6,52,0
2035,ev_cap_exo,6,52,0
2036,ev_cap_exo,6,52,0
2037,ev_cap_exo,6,52,0
2038,ev_cap_exo,6,52,0
2039,ev_cap_exo,6,52,0
2040,ev_cap_exo,6,52,0
2041,ev_cap_exo,6,52,0
2042,ev_cap_exo,6,52,0
2043,ev_cap_exo,6,52,0
2044,ev_cap_exo,6,52,0
2045,ev_cap_exo,6,52,0
2046,ev_cap_exo,6,52,0
2047,ev_cap_exo,6,52,0
2048,ev_cap_exo,6,52,0
2049,ev_cap_exo,6,52,0
2050,ev_cap_exo,6,52,0
2020,ev_cap_exo,6,53,28
2021,ev_cap_exo,6,53,28
2022,ev_cap_exo,6,53,28
2023,ev_cap_exo,6,53,28
2024,ev_cap_exo,6,53,28
2025,ev_cap_exo,6,53,28
2026,ev_cap_exo,6,53,28
2027,ev_cap_exo,6,53,28
2028,ev_cap_exo,6,53,28
2029,ev_cap_exo,6,53,28
2030,ev_cap_exo,6,53,28
2031,ev_cap_exo,6,53,28
2032,ev_cap_exo,6,53,28
2033,ev_cap_exo,6,53,28
2034,ev_cap_exo,6,53,28
2035,ev_cap_exo,6,53,28
2036,ev_cap_exo,6,53,28
2037,ev_cap_exo,6,53,28
2038,ev_cap_exo,6,53,28
2039,ev_cap_exo,6,53,28
2040,ev_cap_exo,6,53,28
2041,ev_cap_exo,6,53,28
2042,ev_cap_exo,6,53,28
2043,ev_cap_exo,6,53,28
2044,ev_cap_exo,6,53,28
2045,ev_cap_exo,6,53,28
2046,ev_cap_exo,6,53,28
2047,ev_cap_exo,6,53,28
2048,ev_cap_exo,6,53,28
2049,ev_cap_exo,6,53,28
2050,ev_cap_exo,6,53,28
2020,ev_cap_exo,6,60,27
2021,ev_cap_exo,6,60,27
2022,ev_cap_exo,6,60,27
2023,ev_cap_exo,6,60,27
2024,ev_cap_exo,6,60,27
2025,ev_cap_exo,6,60,27
2026,ev_cap_exo,6,60,27
2027,ev_cap_exo,6,60,27
2028,ev_cap_exo,6,60,27
2029,ev_cap_exo,6,60,27
2030,ev_cap_exo,6,60,27
2031,ev_cap_exo,6,60,27
2032,ev_cap_exo,6,60,27
2033,ev_cap_exo,6,60,27
2034,ev_cap_exo,6,60,27
2035,ev_cap_exo,6,60,27
2036,ev_cap_exo,6,60,27
2037,ev_cap_exo,6,60,27
2038,ev_cap_exo,6,60,27
2039,ev_cap_exo,6,60,27
2040,ev_cap_exo,6,60,27
2041,ev_cap_exo,6,60,27
2042,ev_cap_exo,6,60,27
2043,ev_cap_exo,6,60,27
2044,ev_cap_exo,6,60,27
2045,ev_cap_exo,6,60,27
2046,ev_cap_exo,6,60,27
2047,ev_cap_exo,6,60,27
2048,ev_cap_exo,6,60,27
2049,ev_cap_exo,6,60,27
2050,ev_cap_exo,6,60,27
2020,ev_cap_exo,6,61,0
2021,ev_cap_exo,6,61,0
2022,ev_cap_exo,6,61,0
2023,ev_cap_exo,6,61,0
2024,ev_cap_exo,6,61,0
2025,ev_cap_exo,6,61,0
2026,ev_cap_exo,6,61,0
2027,ev_cap_exo,6,61,0
2028,ev_cap_exo,6,61,0
2029,ev_cap_exo,6,61,0
2030,ev_cap_exo,6,61,0
2031,ev_cap_exo,6,61,0
2032,ev_cap_exo,6,61,0
2033,ev_cap_exo,6,61,0
2034,ev_cap_exo,6,61,0
2035,ev_cap_exo,6,61,0
2036,ev_cap_exo,6,61,0
2037,ev_cap_exo,6,61,0
2038,ev_cap_exo,6,61,0
2039,ev_cap_exo,6,61,0
2040,ev_cap_exo,6,61,0
2041,ev_cap_exo,6,61,0
2042,ev_cap_exo,6,61,0
2043,ev_cap_exo,6,61,0
2044,ev_cap_exo,6,61,0
2045,ev_cap_exo,6,61,0
2046,ev_cap_exo,6,61,0
2047,ev_cap_exo,6,61,0
2048,ev_cap_exo,6,61,0
2049,ev_cap_exo,6,61,0
2050,ev_cap_exo,6,61,0
2020,ev_cap_exo,6,70,69
2021,ev_cap_exo,6,70,69
2022,ev_cap_exo,6,70,69
2023,ev_cap_exo,6,70,69
2024,ev_cap_exo,6,70,69
2025,ev_cap_exo,6,70,69
2026,ev_cap_exo,6,70,69
2027,ev_cap_exo,6,70,69
2028,ev_cap_exo,6,70,69
2029,ev_cap_exo,6,70,69
2030,ev_cap_exo,6,70,69
2031,ev_cap_exo,6,70,69
2032,ev_cap_exo,6,70,69
2033,ev_cap_exo,6,70,69
2034,ev_cap_exo,6,70,69
2035,ev_cap_exo,6,70,69
2036,ev_cap_exo,6,70,69
2037,ev_cap_exo,6,70,69
2038,ev_cap_exo,6,70,69
2039,ev_cap_exo,6,70,69
2040,ev_cap_exo,6,70,69
2041,ev_cap_exo,6,70,69
2042,ev_cap_exo,6,70,69
2043,ev_cap_exo,6,70,69
2044,ev_cap_exo,6,70,69
2045,ev_cap_exo,6,70,69
2046,ev_cap_exo,6,70,69
2047,ev_cap_exo,6,70,69
2048,ev_cap_exo,6,70,69
2049,ev_cap_exo,6,70,69
2050,ev_cap_exo,6,70,69
2020,ev_cap_exo,7,50,10984
2021,ev_cap_exo,7,50,10984
2022,ev_cap_exo,7,50,10984
2023,ev_cap_exo,7,50,10984
2024,ev_cap_exo,7,50,10984
2025,ev_cap_exo,7,50,10984
2026,ev_cap_exo,7,50,10984
2027,ev_cap_exo,7,50,10984
2028,ev_cap_exo,7,50,10984
2029,ev_cap_exo,7,50,10984
2030,ev_cap_exo,7,50,10984
2031,ev_cap_exo,7,50,10984
2032,ev_cap_exo,7,50,10984
